parent	child	length
00053 Ascorbate and aldarate metabolism	K19642	1.0
00053 Ascorbate and aldarate metabolism	K23003	1.0
00053 Ascorbate and aldarate metabolism	K23004	1.0
00053 Ascorbate and aldarate metabolism	K23005	1.0
00053 Ascorbate and aldarate metabolism	K23007	1.0
02000 Transporters	K02821	1.0
02000 Transporters	K02822	1.0
02000 Transporters	K03475	1.0
00053 Ascorbate and aldarate metabolism	K03476	1.0
00053 Ascorbate and aldarate metabolism	K08232	1.0
00480 Glutathione metabolism	K00434	1.0
02000 Transporters	K21888	1.0
00053 Ascorbate and aldarate metabolism	K00423	1.0
00053 Ascorbate and aldarate metabolism	K01706	1.0
00053 Ascorbate and aldarate metabolism	K01630	1.0
00053 Ascorbate and aldarate metabolism	K00062	1.0
00053 Ascorbate and aldarate metabolism	K00063	1.0
00053 Ascorbate and aldarate metabolism	K00107	1.0
00053 Ascorbate and aldarate metabolism	K19590	1.0
00053 Ascorbate and aldarate metabolism	K01683	1.0
00053 Ascorbate and aldarate metabolism	K13873	1.0
00053 Ascorbate and aldarate metabolism	K19660	1.0
00053 Ascorbate and aldarate metabolism	K13874	1.0
00053 Ascorbate and aldarate metabolism	K13875	1.0
00053 Ascorbate and aldarate metabolism	K13876	1.0
00053 Ascorbate and aldarate metabolism	K25260	1.0
00053 Ascorbate and aldarate metabolism	K01707	1.0
00053 Ascorbate and aldarate metabolism	K01708	1.0
00053 Ascorbate and aldarate metabolism	K20023	1.0
00053 Ascorbate and aldarate metabolism	K18981	1.0
00053 Ascorbate and aldarate metabolism	K18982	1.0
00053 Ascorbate and aldarate metabolism	K18983	1.0
02000 Transporters	K02810	1.0
00500 Starch and sucrose metabolism	K00696	1.0
00500 Starch and sucrose metabolism	K07024	1.0
01003 Glycosyltransferases	K00695	1.0
00500 Starch and sucrose metabolism	K20811	1.0
01003 Glycosyltransferases	K00692	1.0
00500 Starch and sucrose metabolism	K18775	1.0
00500 Starch and sucrose metabolism	K01212	1.0
00500 Starch and sucrose metabolism	K05341	1.0
02020 Two-component system	K00689	1.0
00500 Starch and sucrose metabolism	K00690	1.0
09183 Protein families: signaling and cellular processes	00537 Glycosylphosphatidylinositol (GPI)-anchored proteins	1.0
00537 Glycosylphosphatidylinositol (GPI)-anchored proteins	K01513	1.0
01003 Glycosyltransferases	K00706	1.0
00537 Glycosylphosphatidylinositol (GPI)-anchored proteins	K01199	1.0
00537 Glycosylphosphatidylinositol (GPI)-anchored proteins	K19891	1.0
00537 Glycosylphosphatidylinositol (GPI)-anchored proteins	K19892	1.0
00537 Glycosylphosphatidylinositol (GPI)-anchored proteins	K19893	1.0
00500 Starch and sucrose metabolism	K01210	1.0
09110 Biosynthesis of other secondary metabolites	00999 Biosynthesis of various plant secondary metabolites	1.0
00999 Biosynthesis of various plant secondary metabolites	K01188	1.0
00999 Biosynthesis of various plant secondary metabolites	K05349	1.0
00999 Biosynthesis of various plant secondary metabolites	K05350	1.0
01003 Glycosyltransferases	K00694	1.0
02020 Two-component system	K01179	1.0
00500 Starch and sucrose metabolism	K19357	1.0
00500 Starch and sucrose metabolism	K01225	1.0
02020 Two-component system	K19668	1.0
00500 Starch and sucrose metabolism	K00702	1.0
02000 Transporters	K02759	1.0
02000 Transporters	K02760	1.0
02000 Transporters	K02761	1.0
00541 O-Antigen nucleotide sugar biosynthesis	K00978	1.0
09145 Cellular community - prokaryotes	02026 Biofilm formation - Escherichia coli	1.0
02026 Biofilm formation - Escherichia coli	K00975	1.0
01003 Glycosyltransferases	K00703	1.0
01003 Glycosyltransferases	K13679	1.0
00500 Starch and sucrose metabolism	K20812	1.0
01003 Glycosyltransferases	K00693	1.0
01003 Glycosyltransferases	K00750	1.0
01003 Glycosyltransferases	K16150	1.0
01003 Glycosyltransferases	K16153	1.0
04147 Exosome	K00700	1.0
00500 Starch and sucrose metabolism	K16149	1.0
04931 Insulin resistance	K00688	1.0
00500 Starch and sucrose metabolism	K01196	1.0
00500 Starch and sucrose metabolism	K02438	1.0
00500 Starch and sucrose metabolism	K01200	1.0
04973 Carbohydrate digestion and absorption	K01176	1.0
00500 Starch and sucrose metabolism	K07405	1.0
00500 Starch and sucrose metabolism	K05343	1.0
00500 Starch and sucrose metabolism	K01177	1.0
00500 Starch and sucrose metabolism	K05992	1.0
00500 Starch and sucrose metabolism	K01208	1.0
00500 Starch and sucrose metabolism	K01178	1.0
00500 Starch and sucrose metabolism	K21574	1.0
00500 Starch and sucrose metabolism	K05988	1.0
00500 Starch and sucrose metabolism	K00705	1.0
00500 Starch and sucrose metabolism	K22451	1.0
00500 Starch and sucrose metabolism	K16146	1.0
00500 Starch and sucrose metabolism	K16147	1.0
01003 Glycosyltransferases	K16148	1.0
00500 Starch and sucrose metabolism	K00691	1.0
00500 Starch and sucrose metabolism	K01838	1.0
02000 Transporters	K20108	1.0
02000 Transporters	K02750	1.0
00500 Starch and sucrose metabolism	K06896	1.0
00500 Starch and sucrose metabolism	K01232	1.0
00500 Starch and sucrose metabolism	K00701	1.0
00500 Starch and sucrose metabolism	K01214	1.0
00500 Starch and sucrose metabolism	K06044	1.0
00500 Starch and sucrose metabolism	K01236	1.0
00500 Starch and sucrose metabolism	K13057	1.0
01003 Glycosyltransferases	K00697	1.0
00500 Starch and sucrose metabolism	K01087	1.0
01003 Glycosyltransferases	K16055	1.0
00500 Starch and sucrose metabolism	K22337	1.0
00537 Glycosylphosphatidylinositol (GPI)-anchored proteins	K01194	1.0
00500 Starch and sucrose metabolism	K22934	1.0
00500 Starch and sucrose metabolism	K05342	1.0
02000 Transporters	K02819	1.0
00500 Starch and sucrose metabolism	K01226	1.0
00500 Starch and sucrose metabolism	K11809	1.0
00520 Amino sugar and nucleotide sugar metabolism	K01183	1.0
09132 Signal transduction	04016 MAPK signaling pathway - plant	1.0
04016 MAPK signaling pathway - plant	K20547	1.0
00520 Amino sugar and nucleotide sugar metabolism	K13381	1.0
09160 Human Diseases	09175 Drug resistance: antimicrobial	1.0
09175 Drug resistance: antimicrobial	01501 beta-Lactam resistance	1.0
01501 beta-Lactam resistance	K01207	1.0
03110 Chaperones and folding catalysts	K12373	1.0
00520 Amino sugar and nucleotide sugar metabolism	K18675	1.0
00520 Amino sugar and nucleotide sugar metabolism	K01452	1.0
00520 Amino sugar and nucleotide sugar metabolism	K01233	1.0
00520 Amino sugar and nucleotide sugar metabolism	K15855	1.0
02000 Transporters	K02804	1.0
00520 Amino sugar and nucleotide sugar metabolism	K00884	1.0
00520 Amino sugar and nucleotide sugar metabolism	K01443	1.0
00520 Amino sugar and nucleotide sugar metabolism	K02564	1.0
02000 Transporters	K02765	1.0
00520 Amino sugar and nucleotide sugar metabolism	K18676	1.0
09181 Protein families: metabolism	01002 Peptidases and inhibitors	1.0
01002 Peptidases and inhibitors	K00820	1.0
00520 Amino sugar and nucleotide sugar metabolism	K00621	1.0
00520 Amino sugar and nucleotide sugar metabolism	K01836	1.0
00520 Amino sugar and nucleotide sugar metabolism	K03431	1.0
00520 Amino sugar and nucleotide sugar metabolism	K18674	1.0
00541 O-Antigen nucleotide sugar biosynthesis	K04042	1.0
00520 Amino sugar and nucleotide sugar metabolism	K11528	1.0
00520 Amino sugar and nucleotide sugar metabolism	K00972	1.0
09110 Biosynthesis of other secondary metabolites	00525 Acarbose and validamycin biosynthesis	1.0
00525 Acarbose and validamycin biosynthesis	K23144	1.0
02000 Transporters	K11192	1.0
00520 Amino sugar and nucleotide sugar metabolism	K07106	1.0
00520 Amino sugar and nucleotide sugar metabolism	K09001	1.0
00520 Amino sugar and nucleotide sugar metabolism	K22292	1.0
00520 Amino sugar and nucleotide sugar metabolism	K07102	1.0
00520 Amino sugar and nucleotide sugar metabolism	K00992	1.0
09181 Protein families: metabolism	01011 Peptidoglycan biosynthesis and degradation proteins	1.0
01011 Peptidoglycan biosynthesis and degradation proteins	K00790	1.0
01011 Peptidoglycan biosynthesis and degradation proteins	K00075	1.0
00520 Amino sugar and nucleotide sugar metabolism	K12409	1.0
00541 O-Antigen nucleotide sugar biosynthesis	K08068	1.0
00520 Amino sugar and nucleotide sugar metabolism	K00885	1.0
00520 Amino sugar and nucleotide sugar metabolism	K13967	1.0
00520 Amino sugar and nucleotide sugar metabolism	K01787	1.0
00520 Amino sugar and nucleotide sugar metabolism	K01788	1.0
00520 Amino sugar and nucleotide sugar metabolism	K05304	1.0
09181 Protein families: metabolism	01009 Protein phosphatases and associated proteins	1.0
01009 Protein phosphatases and associated proteins	K01097	1.0
00541 O-Antigen nucleotide sugar biosynthesis	K01654	1.0
00520 Amino sugar and nucleotide sugar metabolism	K01639	1.0
00520 Amino sugar and nucleotide sugar metabolism	K21749	1.0
00541 O-Antigen nucleotide sugar biosynthesis	K00983	1.0
00520 Amino sugar and nucleotide sugar metabolism	K08080	1.0
00520 Amino sugar and nucleotide sugar metabolism	K00326	1.0
01003 Glycosyltransferases	K00698	1.0
09145 Cellular community - prokaryotes	05111 Biofilm formation - Vibrio cholerae	1.0
05111 Biofilm formation - Vibrio cholerae	K01791	1.0
05111 Biofilm formation - Vibrio cholerae	K02472	1.0
00541 O-Antigen nucleotide sugar biosynthesis	K13015	1.0
00541 O-Antigen nucleotide sugar biosynthesis	K22926	1.0
00541 O-Antigen nucleotide sugar biosynthesis	K13016	1.0
00541 O-Antigen nucleotide sugar biosynthesis	K13020	1.0
09181 Protein families: metabolism	01007 Amino acid related enzymes	1.0
01007 Amino acid related enzymes	K13017	1.0
00541 O-Antigen nucleotide sugar biosynthesis	K13018	1.0
00541 O-Antigen nucleotide sugar biosynthesis	K13019	1.0
00541 O-Antigen nucleotide sugar biosynthesis	K02473	1.0
00541 O-Antigen nucleotide sugar biosynthesis	K02474	1.0
00541 O-Antigen nucleotide sugar biosynthesis	K22925	1.0
00541 O-Antigen nucleotide sugar biosynthesis	K15894	1.0
00541 O-Antigen nucleotide sugar biosynthesis	K15895	1.0
00541 O-Antigen nucleotide sugar biosynthesis	K15896	1.0
00541 O-Antigen nucleotide sugar biosynthesis	K15897	1.0
00541 O-Antigen nucleotide sugar biosynthesis	K15898	1.0
00541 O-Antigen nucleotide sugar biosynthesis	K15899	1.0
00541 O-Antigen nucleotide sugar biosynthesis	K15912	1.0
00520 Amino sugar and nucleotide sugar metabolism	K15910	1.0
00520 Amino sugar and nucleotide sugar metabolism	K15913	1.0
00520 Amino sugar and nucleotide sugar metabolism	K18429	1.0
00520 Amino sugar and nucleotide sugar metabolism	K18430	1.0
00520 Amino sugar and nucleotide sugar metabolism	K18431	1.0
00520 Amino sugar and nucleotide sugar metabolism	K21279	1.0
00520 Amino sugar and nucleotide sugar metabolism	K21055	1.0
00520 Amino sugar and nucleotide sugar metabolism	K21750	1.0
00520 Amino sugar and nucleotide sugar metabolism	K12446	1.0
01003 Glycosyltransferases	K13379	1.0
00520 Amino sugar and nucleotide sugar metabolism	K01209	1.0
00520 Amino sugar and nucleotide sugar metabolism	K15921	1.0
00520 Amino sugar and nucleotide sugar metabolism	K20844	1.0
09175 Drug resistance: antimicrobial	01503 Cationic antimicrobial peptide (CAMP) resistance	1.0
01503 Cationic antimicrobial peptide (CAMP) resistance	K10011	1.0
01007 Amino acid related enzymes	K07806	1.0
01503 Cationic antimicrobial peptide (CAMP) resistance	K10012	1.0
01503 Cationic antimicrobial peptide (CAMP) resistance	K13014	1.0
00520 Amino sugar and nucleotide sugar metabolism	K08678	1.0
00520 Amino sugar and nucleotide sugar metabolism	K12449	1.0
01003 Glycosyltransferases	K00770	1.0
00520 Amino sugar and nucleotide sugar metabolism	K15920	1.0
00520 Amino sugar and nucleotide sugar metabolism	K01198	1.0
00520 Amino sugar and nucleotide sugar metabolism	K22268	1.0
00520 Amino sugar and nucleotide sugar metabolism	K12448	1.0
00520 Amino sugar and nucleotide sugar metabolism	K12450	1.0
09109 Metabolism of terpenoids and polyketides	00523 Polyketide sugar unit biosynthesis	1.0
00523 Polyketide sugar unit biosynthesis	K12451	1.0
00561 Glycerolipid metabolism	K06118	1.0
00520 Amino sugar and nucleotide sugar metabolism	K18677	1.0
01003 Glycosyltransferases	K13648	1.0
01007 Amino acid related enzymes	K13010	1.0
00541 O-Antigen nucleotide sugar biosynthesis	K17939	1.0
00520 Amino sugar and nucleotide sugar metabolism	K25314	1.0
00520 Amino sugar and nucleotide sugar metabolism	K25315	1.0
00541 O-Antigen nucleotide sugar biosynthesis	K01709	1.0
00541 O-Antigen nucleotide sugar biosynthesis	K12452	1.0
00541 O-Antigen nucleotide sugar biosynthesis	K00523	1.0
00541 O-Antigen nucleotide sugar biosynthesis	K12453	1.0
00541 O-Antigen nucleotide sugar biosynthesis	K12454	1.0
00541 O-Antigen nucleotide sugar biosynthesis	K12455	1.0
00541 O-Antigen nucleotide sugar biosynthesis	K19632	1.0
00541 O-Antigen nucleotide sugar biosynthesis	K15857	1.0
00541 O-Antigen nucleotide sugar biosynthesis	K15858	1.0
00650 Butanoate metabolism	K00656	1.0
00650 Butanoate metabolism	K00132	1.0
09111 Xenobiotics biodegradation and metabolism	00621 Dioxin degradation	1.0
00621 Dioxin degradation	K04073	1.0
00621 Dioxin degradation	K18366	1.0
00620 Pyruvate metabolism	K04021	1.0
09106 Metabolism of other amino acids	00430 Taurine and hypotaurine metabolism	1.0
00430 Taurine and hypotaurine metabolism	K00925	1.0
00430 Taurine and hypotaurine metabolism	K00625	1.0
00430 Taurine and hypotaurine metabolism	K13788	1.0
00430 Taurine and hypotaurine metabolism	K15024	1.0
00620 Pyruvate metabolism	K04020	1.0
04936 Alcoholic liver disease	K11262	1.0
04931 Insulin resistance	K01946	1.0
09103 Lipid metabolism	00061 Fatty acid biosynthesis	1.0
00061 Fatty acid biosynthesis	K01962	1.0
00061 Fatty acid biosynthesis	K02160	1.0
00061 Fatty acid biosynthesis	K01961	1.0
00061 Fatty acid biosynthesis	K01963	1.0
09105 Amino acid metabolism	00280 Valine, leucine and isoleucine degradation	1.0
00280 Valine, leucine and isoleucine degradation	K11263	1.0
00280 Valine, leucine and isoleucine degradation	K18472	1.0
09111 Xenobiotics biodegradation and metabolism	00627 Aminobenzoate degradation	1.0
00627 Aminobenzoate degradation	K01512	1.0
00620 Pyruvate metabolism	K01067	1.0
09111 Xenobiotics biodegradation and metabolism	00643 Styrene degradation	1.0
00643 Styrene degradation	K01026	1.0
00620 Pyruvate metabolism	K00158	1.0
00620 Pyruvate metabolism	K00101	1.0
00620 Pyruvate metabolism	K00156	1.0
00620 Pyruvate metabolism	K00467	1.0
00620 Pyruvate metabolism	K03778	1.0
00620 Pyruvate metabolism	K03777	1.0
00620 Pyruvate metabolism	K21836	1.0
00620 Pyruvate metabolism	K00102	1.0
00620 Pyruvate metabolism	K18930	1.0
00620 Pyruvate metabolism	K21618	1.0
09132 Signal transduction	04011 MAPK signaling pathway - yeast	1.0
04011 MAPK signaling pathway - yeast	K17741	1.0
00640 Propanoate metabolism	K23257	1.0
00630 Glyoxylate and dicarboxylate metabolism	K07248	1.0
00620 Pyruvate metabolism	K19266	1.0
00620 Pyruvate metabolism	K01759	1.0
00620 Pyruvate metabolism	K01069	1.0
01002 Peptidases and inhibitors	K05523	1.0
01002 Peptidases and inhibitors	K18881	1.0
00620 Pyruvate metabolism	K22211	1.0
00620 Pyruvate metabolism	K22373	1.0
00260 Glycine, serine and threonine metabolism	K00049	1.0
00260 Glycine, serine and threonine metabolism	K12972	1.0
02020 Two-component system	K00027	1.0
00710 Carbon fixation in photosynthetic organisms	K00028	1.0
09152 Endocrine system	03320 PPAR signaling pathway	1.0
03320 PPAR signaling pathway	K00029	1.0
02000 Transporters	K01571	1.0
02000 Transporters	K20509	1.0
02000 Transporters	K01573	1.0
00620 Pyruvate metabolism	K01003	1.0
00710 Carbon fixation in photosynthetic organisms	K00051	1.0
00620 Pyruvate metabolism	K22212	1.0
00680 Methane metabolism	K01595	1.0
00620 Pyruvate metabolism	K20370	1.0
00630 Glyoxylate and dicarboxylate metabolism	K01638	1.0
04147 Exosome	K00626	1.0
09105 Amino acid metabolism	00290 Valine, leucine and isoleucine biosynthesis	1.0
00290 Valine, leucine and isoleucine biosynthesis	K01649	1.0
00300 Lysine biosynthesis	K01655	1.0
00620 Pyruvate metabolism	K02594	1.0
00300 Lysine biosynthesis	K10977	1.0
00630 Glyoxylate and dicarboxylate metabolism	K01637	1.0
00680 Methane metabolism	K08692	1.0
00680 Methane metabolism	K14067	1.0
00650 Butanoate metabolism	K00023	1.0
00650 Butanoate metabolism	K17865	1.0
00630 Glyoxylate and dicarboxylate metabolism	K14446	1.0
00280 Valine, leucine and isoleucine degradation	K05606	1.0
00630 Glyoxylate and dicarboxylate metabolism	K14447	1.0
00630 Glyoxylate and dicarboxylate metabolism	K14448	1.0
00720 Carbon fixation pathways in prokaryotes	K14449	1.0
00680 Methane metabolism	K08691	1.0
00630 Glyoxylate and dicarboxylate metabolism	K14451	1.0
00280 Valine, leucine and isoleucine degradation	K01965	1.0
00280 Valine, leucine and isoleucine degradation	K01966	1.0
00280 Valine, leucine and isoleucine degradation	K19312	1.0
00280 Valine, leucine and isoleucine degradation	K22568	1.0
00280 Valine, leucine and isoleucine degradation	K01964	1.0
00280 Valine, leucine and isoleucine degradation	K15036	1.0
00280 Valine, leucine and isoleucine degradation	K15037	1.0
00280 Valine, leucine and isoleucine degradation	K01847	1.0
00280 Valine, leucine and isoleucine degradation	K01849	1.0
00280 Valine, leucine and isoleucine degradation	K01848	1.0
09101 Carbohydrate metabolism	00660 C5-Branched dibasic acid metabolism	1.0
00660 C5-Branched dibasic acid metabolism	K19268	1.0
00660 C5-Branched dibasic acid metabolism	K01846	1.0
00660 C5-Branched dibasic acid metabolism	K04835	1.0
00630 Glyoxylate and dicarboxylate metabolism	K19280	1.0
00660 C5-Branched dibasic acid metabolism	K19281	1.0
00630 Glyoxylate and dicarboxylate metabolism	K19282	1.0
